data_sinal,prob_alta_proximo_pregao,real_alta_proximo_pregao,acertou,confianca
2020-07-08,0.43347,0,1,neutra
2020-07-09,0.520125,1,1,neutra
2020-07-10,0.410624,0,1,neutra
2020-07-13,0.557868,1,1,neutra
2020-07-14,0.436038,1,0,neutra
2020-07-15,0.477909,0,1,neutra
2020-07-16,0.509685,1,1,neutra
2020-07-17,0.434288,1,0,neutra
2020-07-20,0.460393,0,1,neutra
2020-07-21,0.491587,0,1,neutra
2020-07-22,0.434798,0,1,neutra
2020-07-23,0.5524,1,1,neutra
2020-07-24,0.50439,1,1,neutra
2020-07-27,0.439694,0,1,neutra
2020-07-28,0.498235,1,0,neutra
2020-07-29,0.429985,0,1,neutra
2020-07-30,0.512831,0,0,neutra
2020-07-31,0.502233,0,0,neutra
2020-08-03,0.517775,0,0,neutra
2020-08-04,0.587056,1,1,neutra
2020-08-05,0.447818,1,0,neutra
2020-08-06,0.460778,0,1,neutra
2020-08-07,0.574505,1,1,neutra
2020-08-10,0.482606,0,1,neutra
2020-08-11,0.598355,0,0,neutra
2020-08-12,0.479976,0,1,neutra
2020-08-13,0.615913,1,1,alta
2020-08-14,0.454909,0,1,neutra
2020-08-17,0.548845,1,1,neutra
2020-08-18,0.436908,0,1,neutra
2020-08-19,0.522851,1,1,neutra
2020-08-20,0.479582,1,0,neutra
2020-08-21,0.555171,1,1,neutra
2020-08-24,0.521643,0,0,neutra
2020-08-25,0.529699,0,0,neutra
2020-08-26,0.523462,0,0,neutra
2020-08-27,0.536965,1,1,neutra
2020-08-28,0.443378,0,1,neutra
2020-08-31,0.49421,1,0,neutra
2020-09-01,0.458889,0,1,neutra
2020-09-02,0.498543,0,1,neutra
2020-09-03,0.593445,1,1,neutra
2020-09-04,0.451362,0,1,neutra
2020-09-08,0.523216,1,1,neutra
2020-09-09,0.427056,0,1,neutra
2020-09-10,0.631557,0,0,alta
2020-09-11,0.523093,1,1,neutra
2020-09-14,0.447151,1,0,neutra
2020-09-15,0.473859,0,1,neutra
2020-09-16,0.507498,1,1,neutra
2020-09-17,0.461521,0,1,neutra
2020-09-18,0.570104,0,0,neutra
2020-09-21,0.649463,1,1,alta
2020-09-22,0.470052,0,1,neutra
2020-09-23,0.642958,1,1,alta
2020-09-24,0.474972,0,1,neutra
2020-09-25,0.479334,0,1,neutra
2020-09-28,0.579913,0,0,neutra
2020-09-29,0.598778,1,1,neutra
2020-09-30,0.448999,1,0,neutra
2020-10-01,0.55226,0,0,neutra
2020-10-02,0.569216,1,1,neutra
2020-10-05,0.41925,0,1,neutra
2020-10-06,0.525342,0,0,neutra
2020-10-07,0.503756,1,1,neutra
2020-10-08,0.418201,0,1,neutra
2020-10-09,0.49213,0,1,neutra
2020-10-13,0.52919,1,1,neutra
2020-10-14,0.491228,0,1,neutra
2020-10-15,0.511727,0,0,neutra
2020-10-16,0.551171,1,1,neutra
2020-10-19,0.57362,1,1,neutra
2020-10-20,0.413095,1,0,neutra
2020-10-21,0.541759,1,1,neutra
2020-10-22,0.452045,0,1,neutra
2020-10-23,0.532988,0,0,neutra
2020-10-26,0.593358,0,0,neutra
2020-10-27,0.522326,0,0,neutra
2020-10-28,0.721897,1,1,alta
2020-10-29,0.484134,0,1,neutra
2020-10-30,0.551647,0,0,neutra
2020-11-03,0.474459,1,0,neutra
2020-11-04,0.367191,1,0,alta
2020-11-05,0.434651,1,0,neutra
2020-11-06,0.491845,1,0,neutra
2020-11-09,0.339462,1,0,alta
2020-11-10,0.467013,0,1,neutra
2020-11-11,0.531655,0,0,neutra
2020-11-12,0.551633,1,1,neutra
2020-11-13,0.426888,1,0,neutra
2020-11-16,0.448556,1,0,neutra
2020-11-17,0.487668,0,1,neutra
2020-11-18,0.492141,1,0,neutra
2020-11-19,0.48932,0,1,neutra
2020-11-23,0.521652,1,1,neutra
2020-11-24,0.411862,1,0,neutra
2020-11-25,0.47339,1,0,neutra
2020-11-26,0.514787,1,1,neutra
2020-11-27,0.498627,0,1,neutra
2020-11-30,0.487358,1,0,neutra
2020-12-01,0.45156,1,0,neutra
2020-12-02,0.447988,1,0,neutra
2020-12-03,0.482765,1,0,neutra
2020-12-04,0.453707,0,1,neutra
2020-12-07,0.490451,0,1,neutra
2020-12-08,0.4652,0,1,neutra
2020-12-09,0.586903,1,1,neutra
2020-12-10,0.437049,1,0,neutra
2020-12-11,0.477506,0,1,neutra
2020-12-14,0.513052,1,1,neutra
2020-12-15,0.447687,1,0,neutra
2020-12-16,0.464039,1,0,neutra
2020-12-17,0.496338,0,1,neutra
2020-12-18,0.484347,0,1,neutra
2020-12-21,0.552569,1,1,neutra
2020-12-22,0.487913,1,0,neutra
2020-12-23,0.497061,0,1,neutra
2020-12-28,0.516595,1,1,neutra
2020-12-29,0.561085,0,0,neutra
2020-12-30,0.535912,0,0,neutra
2021-01-04,0.509224,1,1,neutra
2021-01-05,0.483459,1,0,neutra
2021-01-06,0.471878,1,0,neutra
2021-01-07,0.471574,1,0,neutra
2021-01-08,0.514806,0,0,neutra
2021-01-11,0.546663,1,1,neutra
2021-01-12,0.476426,0,1,neutra
2021-01-13,0.498605,1,0,neutra
2021-01-14,0.477297,0,1,neutra
2021-01-15,0.553628,1,1,neutra
2021-01-18,0.493946,0,1,neutra
2021-01-19,0.591481,0,0,neutra
2021-01-20,0.531299,0,0,neutra
2021-01-21,0.554541,0,0,neutra
2021-01-22,0.557241,0,0,neutra
2021-01-26,0.48645,0,1,neutra
2021-01-27,0.573729,1,1,neutra
2021-01-28,0.379376,0,1,alta
2021-01-29,0.542656,1,1,neutra
2021-02-01,0.511998,1,1,neutra
2021-02-02,0.475726,1,0,neutra
2021-02-03,0.458168,0,1,neutra
2021-02-04,0.466265,1,0,neutra
2021-02-05,0.522674,0,0,neutra
2021-02-08,0.50417,0,0,neutra
2021-02-09,0.510217,0,0,neutra
2021-02-10,0.560847,1,1,neutra
2021-02-11,0.51714,0,0,neutra
2021-02-12,0.499834,0,1,neutra
2021-02-17,0.51614,0,0,neutra
2021-02-18,0.514088,0,0,neutra
2021-02-19,0.507601,0,0,neutra
2021-02-22,0.577483,1,1,neutra
2021-02-23,0.468576,1,0,neutra
2021-02-24,0.380052,0,1,alta
2021-02-25,0.697732,0,0,alta
2021-02-26,0.53815,1,1,neutra
2021-03-01,0.549539,1,1,neutra
2021-03-02,0.474548,0,1,neutra
2021-03-03,0.605813,1,1,alta
2021-03-04,0.46865,1,0,neutra
2021-03-05,0.385162,0,1,alta
2021-03-08,0.598423,1,1,neutra
2021-03-09,0.555028,1,1,neutra
2021-03-10,0.442119,1,0,neutra
2021-03-11,0.406094,0,1,neutra
2021-03-12,0.510724,1,1,neutra
2021-03-15,0.495892,0,1,neutra
2021-03-16,0.613046,1,1,alta
2021-03-17,0.431794,0,1,neutra
2021-03-18,0.657127,1,1,alta
2021-03-19,0.422119,0,1,neutra
2021-03-22,0.467703,0,1,neutra
2021-03-23,0.610611,0,0,alta
2021-03-24,0.484137,1,0,neutra
2021-03-25,0.566043,1,1,neutra
2021-03-26,0.449692,1,0,neutra
2021-03-29,0.545251,1,1,neutra
2021-03-30,0.553446,0,0,neutra
2021-03-31,0.47252,0,1,neutra
2021-04-01,0.51199,0,0,neutra
2021-04-05,0.525852,0,0,neutra
2021-04-06,0.483122,1,0,neutra
2021-04-07,0.51718,1,1,neutra
2021-04-08,0.48984,0,1,neutra
2021-04-09,0.525299,1,1,neutra
2021-04-12,0.5113,1,1,neutra
2021-04-13,0.519023,1,1,neutra
2021-04-14,0.433674,1,0,neutra
2021-04-15,0.434492,1,0,neutra
2021-04-16,0.520732,0,0,neutra
2021-04-19,0.486784,0,1,neutra
2021-04-20,0.529144,0,0,neutra
2021-04-22,0.566391,1,1,neutra
2021-04-23,0.409451,1,0,neutra
2021-04-26,0.494721,0,1,neutra
2021-04-27,0.412014,1,0,neutra
2021-04-28,0.514176,0,0,neutra
2021-04-29,0.496448,0,1,neutra
2021-04-30,0.556655,1,1,neutra
2021-05-03,0.489084,0,1,neutra
2021-05-04,0.557443,1,1,neutra
2021-05-05,0.472403,1,0,neutra
2021-05-06,0.447931,1,0,neutra
2021-05-07,0.393759,0,1,alta
2021-05-10,0.547785,1,1,neutra
2021-05-11,0.408894,0,1,neutra
2021-05-12,0.607938,1,1,alta
2021-05-13,0.453752,1,0,neutra
2021-05-14,0.491596,1,0,neutra
2021-05-17,0.449343,1,0,neutra
2021-05-18,0.56585,0,0,neutra
2021-05-19,0.568034,1,1,neutra
2021-05-20,0.519382,0,0,neutra
2021-05-21,0.549814,1,1,neutra
2021-05-24,0.448534,0,1,neutra
2021-05-25,0.563638,1,1,neutra
2021-05-26,0.506648,1,1,neutra
2021-05-27,0.440177,1,0,neutra
2021-05-28,0.495062,1,0,neutra
2021-05-31,0.49405,1,0,neutra
2021-06-01,0.490276,1,0,neutra
2021-06-02,0.469108,0,1,neutra
2021-06-04,0.433095,1,0,neutra
2021-06-07,0.490448,0,1,neutra
2021-06-08,0.511449,1,1,neutra
2021-06-09,0.510477,1,1,neutra
2021-06-10,0.522558,0,0,neutra
2021-06-11,0.545487,1,1,neutra
2021-06-14,0.522618,0,0,neutra
2021-06-15,0.559212,0,0,neutra
2021-06-16,0.546341,0,0,neutra
2021-06-17,0.611215,1,1,alta
2021-06-18,0.544857,1,1,neutra
2021-06-21,0.410034,0,1,neutra
2021-06-22,0.513243,0,0,neutra
2021-06-23,0.507233,1,1,neutra
2021-06-24,0.491638,0,1,neutra
2021-06-25,0.567782,1,1,neutra
2021-06-28,0.531941,0,0,neutra
2021-06-29,0.511049,0,0,neutra
2021-06-30,0.544983,0,0,neutra
2021-07-01,0.557833,1,1,neutra
2021-07-02,0.468411,0,1,neutra
2021-07-05,0.52399,0,0,neutra
2021-07-06,0.552289,1,1,neutra
2021-07-07,0.473488,0,1,neutra
2021-07-08,0.516291,0,0,neutra
2021-07-12,0.563213,1,1,neutra
2021-07-13,0.552005,1,1,neutra
2021-07-14,0.491329,0,1,neutra
2021-07-15,0.541805,0,0,neutra
2021-07-16,0.55998,0,0,neutra
2021-07-19,0.618427,1,1,alta
2021-07-20,0.460958,1,0,neutra
2021-07-21,0.456693,1,0,neutra
2021-07-22,0.523937,0,0,neutra
2021-07-23,0.503152,1,1,neutra
2021-07-26,0.377095,0,1,alta
2021-07-27,0.512313,1,1,neutra
2021-07-28,0.494142,0,1,neutra
2021-07-29,0.52163,0,0,neutra
2021-07-30,0.583587,1,1,neutra
2021-08-02,0.602632,1,1,alta
2021-08-03,0.498618,0,1,neutra
2021-08-04,0.628927,0,0,alta
2021-08-05,0.502414,1,1,neutra
2021-08-06,0.535565,1,1,neutra
2021-08-09,0.554859,0,0,neutra
2021-08-10,0.51612,0,0,neutra
2021-08-11,0.500596,0,0,neutra
2021-08-12,0.551297,1,1,neutra
2021-08-13,0.476432,0,1,neutra
2021-08-16,0.568668,0,0,neutra
2021-08-17,0.601096,0,0,alta
2021-08-18,0.641283,1,1,alta
2021-08-19,0.537818,1,1,neutra
2021-08-20,0.432263,0,1,neutra
2021-08-23,0.47638,1,0,neutra
2021-08-24,0.470709,1,0,neutra
2021-08-25,0.446487,0,1,neutra
2021-08-26,0.564063,1,1,neutra
2021-08-27,0.405887,0,1,neutra
2021-08-30,0.507913,0,0,neutra
2021-08-31,0.586461,1,1,neutra
2021-09-01,0.548008,0,0,neutra
2021-09-02,0.544432,1,1,neutra
2021-09-03,0.535409,1,1,neutra
2021-09-06,0.547698,0,0,neutra
2021-09-08,0.581708,1,1,neutra
2021-09-09,0.431965,0,1,neutra
2021-09-10,0.522072,1,1,neutra
2021-09-13,0.462297,0,1,neutra
2021-09-14,0.529536,0,0,neutra
2021-09-15,0.457708,0,1,neutra
2021-09-16,0.553395,0,0,neutra
2021-09-17,0.647551,0,0,alta
2021-09-20,0.633774,1,1,alta
2021-09-21,0.491329,1,0,neutra
2021-09-22,0.411662,1,0,neutra
2021-09-23,0.440259,0,1,neutra
2021-09-24,0.502326,1,1,neutra
2021-09-27,0.510984,0,0,neutra
2021-09-28,0.658368,1,1,alta
2021-09-29,0.502773,0,0,neutra
2021-09-30,0.555186,1,1,neutra
2021-10-01,0.365143,0,1,alta
2021-10-04,0.542115,1,1,neutra
2021-10-05,0.497657,1,0,neutra
2021-10-06,0.496698,1,0,neutra
2021-10-07,0.549596,1,1,neutra
2021-10-08,0.479771,0,1,neutra
2021-10-11,0.574694,0,0,neutra
2021-10-13,0.434988,0,1,neutra
2021-10-14,0.493947,1,0,neutra
2021-10-15,0.459313,0,1,neutra
2021-10-18,0.523118,0,0,neutra
2021-10-19,0.640022,1,1,alta
2021-10-20,0.512448,0,0,neutra
2021-10-21,0.639559,0,0,alta
2021-10-22,0.585123,1,1,neutra
2021-10-25,0.448657,0,1,neutra
2021-10-26,0.605867,0,0,alta
2021-10-27,0.524753,0,0,neutra
2021-10-28,0.473473,0,1,neutra
2021-10-29,0.61737,1,1,alta
2021-11-01,0.476246,0,1,neutra
2021-11-03,0.466004,0,1,neutra
2021-11-04,0.581385,1,1,neutra
2021-11-05,0.4305,0,1,neutra
2021-11-08,0.454792,1,0,neutra
2021-11-09,0.478326,1,0,neutra
2021-11-10,0.551955,1,1,neutra
2021-11-11,0.465016,0,1,neutra
2021-11-12,0.546234,0,0,neutra
2021-11-16,0.578516,0,0,neutra
2021-11-17,0.56319,0,0,neutra
2021-11-18,0.493988,1,0,neutra
2021-11-19,0.534676,0,0,neutra
2021-11-22,0.577499,1,1,neutra
2021-11-23,0.433391,1,0,neutra
2021-11-24,0.481361,1,0,neutra
2021-11-25,0.492578,0,1,neutra
2021-11-26,0.467005,1,0,neutra
2021-11-29,0.432036,0,1,neutra
2021-11-30,0.501382,0,0,neutra
2021-12-01,0.615022,1,1,alta
2021-12-02,0.408255,1,0,neutra
2021-12-03,0.513655,1,1,neutra
2021-12-06,0.3878,1,0,alta
2021-12-07,0.491374,1,0,neutra
2021-12-08,0.430599,0,1,neutra
2021-12-09,0.600659,1,1,alta
2021-12-10,0.42086,0,1,neutra
2021-12-13,0.561298,0,0,neutra
2021-12-14,0.541389,1,1,neutra
2021-12-15,0.472239,1,0,neutra
2021-12-16,0.472254,0,1,neutra
2021-12-17,0.546416,0,0,neutra
2021-12-20,0.521837,1,1,neutra
2021-12-21,0.524242,0,0,neutra
2021-12-22,0.465764,0,1,neutra
2021-12-23,0.517059,0,0,neutra
2021-12-27,0.501647,0,0,neutra
2021-12-28,0.547857,0,0,neutra
2021-12-29,0.503726,1,1,neutra
2021-12-30,0.466922,0,1,neutra
2022-01-03,0.565067,0,0,neutra
2022-01-04,0.529328,0,0,neutra
2022-01-05,0.561174,1,1,neutra
2022-01-06,0.469842,1,0,neutra
2022-01-07,0.472097,0,1,neutra
2022-01-10,0.563683,1,1,neutra
2022-01-11,0.390016,1,0,alta
2022-01-12,0.416325,0,1,neutra
2022-01-13,0.49111,1,0,neutra
2022-01-14,0.468872,0,1,neutra
2022-01-17,0.483064,0,1,neutra
2022-01-18,0.48228,1,0,neutra
2022-01-19,0.378431,1,0,alta
2022-01-20,0.508895,0,0,neutra
2022-01-21,0.522827,0,0,neutra
2022-01-24,0.580523,1,1,neutra
2022-01-25,0.363978,1,0,alta
2022-01-26,0.452531,1,0,neutra
2022-01-27,0.420954,0,1,neutra
2022-01-28,0.543446,1,1,neutra
2022-01-31,0.413459,1,0,neutra
2022-02-01,0.397167,0,1,alta
2022-02-02,0.503968,0,0,neutra
2022-02-03,0.510783,1,1,neutra
2022-02-04,0.543398,0,0,neutra
2022-02-07,0.486937,1,0,neutra
2022-02-08,0.46904,1,0,neutra
2022-02-09,0.484595,1,0,neutra
2022-02-10,0.510413,1,1,neutra
2022-02-11,0.572712,1,1,neutra
2022-02-14,0.48244,1,0,neutra
2022-02-15,0.371458,1,0,alta
2022-02-16,0.505285,0,0,neutra
2022-02-17,0.585686,0,0,neutra
2022-02-18,0.514949,0,0,neutra
2022-02-21,0.501959,1,1,neutra
2022-02-22,0.431725,0,1,neutra
2022-02-23,0.540442,0,0,neutra
2022-02-24,0.544849,1,1,neutra
2022-02-25,0.477865,0,1,neutra
2022-03-02,0.372908,0,1,alta
2022-03-03,0.491294,0,1,neutra
2022-03-04,0.48515,0,1,neutra
2022-03-07,0.59753,0,0,neutra
2022-03-08,0.44448,1,0,neutra
2022-03-09,0.350296,0,1,alta
2022-03-10,0.570672,0,0,neutra
2022-03-11,0.542938,0,0,neutra
2022-03-14,0.535415,0,0,neutra
2022-03-15,0.487715,1,0,neutra
2022-03-16,0.503542,1,1,neutra
2022-03-17,0.518829,1,1,neutra
2022-03-18,0.421516,1,0,neutra
2022-03-21,0.418971,1,0,neutra
2022-03-22,0.469149,1,0,neutra
2022-03-23,0.51251,1,1,neutra
2022-03-24,0.409769,1,0,neutra
2022-03-25,0.438028,0,1,neutra
2022-03-28,0.471962,1,0,neutra
2022-03-29,0.457437,1,0,neutra
2022-03-30,0.489959,0,1,neutra
2022-03-31,0.509529,1,1,neutra
2022-04-01,0.417927,0,1,neutra
2022-04-04,0.468733,0,1,neutra
2022-04-05,0.589024,0,0,neutra
2022-04-06,0.573669,1,1,neutra
2022-04-07,0.483819,0,1,neutra
2022-04-08,0.502531,0,0,neutra
2022-04-11,0.501023,0,0,neutra
2022-04-12,0.458691,1,0,neutra
2022-04-13,0.525443,0,0,neutra
2022-04-14,0.562572,0,0,neutra
2022-04-18,0.485718,0,1,neutra
2022-04-19,0.56879,0,0,neutra
2022-04-20,0.473996,0,1,neutra
2022-04-22,0.651302,0,0,alta
2022-04-25,0.570931,0,0,neutra
2022-04-26,0.686184,1,1,alta
2022-04-27,0.491114,1,0,neutra
2022-04-28,0.563478,0,0,neutra
2022-04-29,0.583079,0,0,neutra
2022-05-02,0.656826,0,0,alta
2022-05-03,0.462581,1,0,neutra
2022-05-04,0.334734,0,1,alta
2022-05-05,0.650411,0,0,alta
2022-05-06,0.511331,0,0,neutra
2022-05-09,0.592088,0,0,neutra
2022-05-10,0.513338,1,1,neutra
2022-05-11,0.408089,1,0,neutra
2022-05-12,0.447282,1,0,neutra
2022-05-13,0.491883,1,0,neutra
2022-05-16,0.407265,1,0,neutra
2022-05-17,0.455829,0,1,neutra
2022-05-18,0.585938,1,1,neutra
2022-05-19,0.329096,1,0,alta
2022-05-20,0.5268,1,1,neutra
2022-05-23,0.35738,1,0,alta
2022-05-24,0.439396,0,1,neutra
2022-05-25,0.512988,1,1,neutra
2022-05-26,0.443534,1,0,neutra
2022-05-27,0.512195,0,0,neutra
2022-05-30,0.552183,1,1,neutra
2022-05-31,0.537539,1,1,neutra
2022-06-01,0.512093,1,1,neutra
2022-06-02,0.408437,0,1,neutra
2022-06-03,0.563165,0,0,neutra
2022-06-06,0.539554,0,0,neutra
2022-06-07,0.523749,0,0,neutra
2022-06-08,0.61445,0,0,alta
2022-06-09,0.589724,0,0,neutra
2022-06-10,0.584741,0,0,neutra
2022-06-13,0.57081,0,0,neutra
2022-06-14,0.538908,1,1,neutra
2022-06-15,0.400112,0,1,neutra
2022-06-17,0.543818,1,1,neutra
2022-06-20,0.491086,0,1,neutra
2022-06-21,0.564373,0,0,neutra
2022-06-22,0.426869,0,1,neutra
2022-06-23,0.633474,1,1,alta
2022-06-24,0.572996,1,1,neutra
2022-06-27,0.500927,0,0,neutra
2022-06-28,0.543806,0,0,neutra
2022-06-29,0.475459,0,1,neutra
2022-06-30,0.462019,1,0,neutra
2022-07-01,0.535638,0,0,neutra
2022-07-04,0.529152,0,0,neutra
2022-07-05,0.557497,1,1,neutra
2022-07-06,0.44176,1,0,neutra
2022-07-07,0.431038,0,1,neutra
2022-07-08,0.461475,0,1,neutra
2022-07-11,0.577689,1,1,neutra
2022-07-12,0.549509,0,0,neutra
2022-07-13,0.510606,0,0,neutra
2022-07-14,0.594929,1,1,neutra
2022-07-15,0.424274,1,0,neutra
2022-07-18,0.487931,1,0,neutra
2022-07-19,0.473839,1,0,neutra
2022-07-20,0.564575,1,1,neutra
2022-07-21,0.514244,0,0,neutra
2022-07-22,0.464664,1,0,neutra
2022-07-25,0.412702,0,1,neutra
2022-07-26,0.499911,1,0,neutra
2022-07-27,0.39888,1,0,alta
2022-07-28,0.408888,1,0,neutra
2022-07-29,0.402437,0,1,neutra
2022-08-01,0.544333,1,1,neutra
2022-08-02,0.47861,1,0,neutra
2022-08-03,0.561612,1,1,neutra
2022-08-04,0.440143,1,0,neutra
2022-08-05,0.481747,1,0,neutra
2022-08-08,0.395143,1,0,alta
2022-08-09,0.47679,1,0,neutra
2022-08-10,0.353716,0,1,alta
2022-08-11,0.565759,1,1,neutra
2022-08-12,0.49541,1,0,neutra
2022-08-15,0.549667,1,1,neutra
2022-08-16,0.496968,1,0,neutra
2022-08-17,0.55746,1,1,neutra
2022-08-18,0.497841,0,1,neutra
2022-08-19,0.564035,0,0,neutra
2022-08-22,0.548174,1,1,neutra
2022-08-23,0.360376,1,0,alta
2022-08-24,0.477576,1,0,neutra
2022-08-25,0.560831,0,0,neutra
2022-08-26,0.577268,1,1,neutra
2022-08-29,0.436976,0,1,neutra
2022-08-30,0.587434,0,0,neutra
2022-08-31,0.57345,1,1,neutra
2022-09-01,0.522264,1,1,neutra
2022-09-02,0.428743,1,0,neutra
2022-09-05,0.46504,0,1,neutra
2022-09-06,0.507896,0,0,neutra
2022-09-08,0.481042,1,0,neutra
2022-09-09,0.42777,1,0,neutra
2022-09-12,0.433694,0,1,neutra
2022-09-13,0.629407,0,0,alta
2022-09-14,0.443424,0,1,neutra
2022-09-15,0.52387,0,0,neutra
2022-09-16,0.495682,1,0,neutra
2022-09-19,0.39319,1,0,alta
2022-09-20,0.506721,0,0,neutra
2022-09-21,0.445295,1,0,neutra
2022-09-22,0.430181,0,1,neutra
2022-09-23,0.623016,0,0,alta
2022-09-26,0.634208,0,0,alta
2022-09-27,0.562063,1,1,neutra
2022-09-28,0.355454,0,1,alta
2022-09-29,0.50635,1,1,neutra
2022-09-30,0.398512,1,0,alta
2022-10-03,0.334122,1,0,alta
2022-10-04,0.391093,1,0,alta
2022-10-05,0.518011,1,1,neutra
2022-10-06,0.577494,0,0,neutra
2022-10-07,0.501376,0,0,neutra
2022-10-10,0.457974,0,1,neutra
2022-10-11,0.509659,0,0,neutra
2022-10-13,0.426033,0,1,neutra
2022-10-14,0.623214,1,1,alta
2022-10-17,0.465608,1,0,neutra
2022-10-18,0.518847,1,1,neutra
2022-10-19,0.459807,1,0,neutra
2022-10-20,0.38785,1,0,alta
2022-10-21,0.394739,0,1,alta
2022-10-24,0.529252,0,0,neutra
2022-10-25,0.559523,0,0,neutra
2022-10-26,0.477705,1,0,neutra
2022-10-27,0.536736,0,0,neutra
2022-10-28,0.464733,1,0,neutra
2022-10-31,0.484891,1,0,neutra
2022-11-01,0.515793,0,0,neutra
2022-11-03,0.452206,1,0,neutra
2022-11-04,0.397153,0,1,alta
2022-11-07,0.61251,1,1,alta
2022-11-08,0.512362,0,0,neutra
2022-11-09,0.549534,0,0,neutra
2022-11-10,0.49321,1,0,neutra
2022-11-11,0.58162,1,1,neutra
2022-11-14,0.51333,0,0,neutra
2022-11-16,0.551657,0,0,neutra
2022-11-17,0.516607,0,0,neutra
2022-11-18,0.503559,1,1,neutra
2022-11-21,0.440345,0,1,neutra
2022-11-22,0.473136,0,1,neutra
2022-11-23,0.483394,1,0,neutra
2022-11-24,0.492321,0,1,neutra
2022-11-25,0.496944,0,1,neutra
2022-11-28,0.506946,1,1,neutra
2022-11-29,0.502991,1,1,neutra
2022-11-30,0.446806,0,1,neutra
2022-12-01,0.453074,1,0,neutra
2022-12-02,0.400901,0,1,neutra
2022-12-05,0.652155,1,1,alta
2022-12-06,0.490143,0,1,neutra
2022-12-07,0.417298,0,1,neutra
2022-12-08,0.566764,1,1,neutra
2022-12-09,0.576167,0,0,neutra
2022-12-12,0.598433,0,0,neutra
2022-12-13,0.524489,0,0,neutra
2022-12-14,0.500466,0,0,neutra
2022-12-15,0.511516,0,0,neutra
2022-12-16,0.496474,1,0,neutra
2022-12-19,0.406372,1,0,neutra
2022-12-20,0.334675,1,0,alta
2022-12-21,0.432002,1,0,neutra
2022-12-22,0.586415,1,1,neutra
2022-12-23,0.371653,0,1,alta
2022-12-26,0.517483,0,0,neutra
2022-12-27,0.531686,1,1,neutra
2022-12-28,0.445957,0,1,neutra
2022-12-29,0.434604,0,1,neutra
2023-01-02,0.496445,0,1,neutra
2023-01-03,0.545213,1,1,neutra
2023-01-04,0.563248,1,1,neutra
2023-01-05,0.457303,1,0,neutra
2023-01-06,0.408892,1,0,neutra
2023-01-09,0.494472,1,0,neutra
2023-01-10,0.446582,1,0,neutra
2023-01-11,0.48198,1,0,neutra
2023-01-12,0.433242,0,1,neutra
2023-01-13,0.50416,0,0,neutra
2023-01-16,0.510828,1,1,neutra
2023-01-17,0.483232,1,0,neutra
2023-01-18,0.520055,1,1,neutra
2023-01-19,0.504482,0,0,neutra
2023-01-20,0.561833,0,0,neutra
2023-01-23,0.54355,1,1,neutra
2023-01-24,0.487606,1,0,neutra
2023-01-25,0.457709,0,1,neutra
2023-01-26,0.508867,0,0,neutra
2023-01-27,0.560615,0,0,neutra
2023-01-30,0.493658,1,0,neutra
2023-01-31,0.434429,0,1,neutra
2023-02-01,0.53296,0,0,neutra
2023-02-02,0.582774,0,0,neutra
2023-02-03,0.543932,0,0,neutra
2023-02-06,0.526246,0,0,neutra
2023-02-07,0.510086,1,1,neutra
2023-02-08,0.514517,0,0,neutra
2023-02-09,0.554054,1,1,neutra
2023-02-10,0.501962,1,1,neutra
2023-02-13,0.422662,0,1,neutra
2023-02-14,0.486286,1,0,neutra
2023-02-15,0.43641,1,0,neutra
2023-02-16,0.558347,0,0,neutra
2023-02-17,0.465437,0,1,neutra
2023-02-22,0.448937,1,0,neutra
2023-02-23,0.483336,0,1,neutra
2023-02-24,0.53433,0,0,neutra
2023-02-27,0.469607,0,1,neutra
2023-02-28,0.495552,0,1,neutra
2023-03-01,0.555612,0,0,neutra
2023-03-02,0.486785,1,0,neutra
2023-03-03,0.500261,1,1,neutra
2023-03-06,0.505691,0,0,neutra
2023-03-07,0.544922,1,1,neutra
2023-03-08,0.399733,0,1,alta
2023-03-09,0.535453,0,0,neutra
2023-03-10,0.453331,0,1,neutra
2023-03-13,0.571369,0,0,neutra
2023-03-14,0.384795,0,1,alta
2023-03-15,0.667201,1,1,alta
2023-03-16,0.392025,0,1,alta
2023-03-17,0.568576,0,0,neutra
2023-03-20,0.400106,1,0,neutra
2023-03-21,0.453083,0,1,neutra
2023-03-22,0.494097,0,1,neutra
2023-03-23,0.57568,1,1,neutra
2023-03-24,0.510667,1,1,neutra
2023-03-27,0.385101,1,0,alta
2023-03-28,0.447416,1,0,neutra
2023-03-29,0.525863,1,1,neutra
2023-03-30,0.423306,0,1,neutra
2023-03-31,0.562893,0,0,neutra
2023-04-03,0.4742,1,0,neutra
2023-04-04,0.481332,0,1,neutra
2023-04-05,0.502475,0,0,neutra
2023-04-06,0.431672,0,1,neutra
2023-04-10,0.506435,1,1,neutra
2023-04-11,0.429742,1,0,neutra
2023-04-12,0.40843,0,1,neutra
2023-04-13,0.449434,0,1,neutra
2023-04-14,0.524696,0,0,neutra
2023-04-17,0.555932,1,1,neutra
2023-04-18,0.477854,0,1,neutra
2023-04-19,0.547721,1,1,neutra
2023-04-20,0.534428,0,0,neutra
2023-04-24,0.461623,0,1,neutra
2023-04-25,0.535949,0,0,neutra
2023-04-26,0.502357,1,1,neutra
2023-04-27,0.47234,1,0,neutra
2023-04-28,0.467428,0,1,neutra
2023-05-02,0.549962,0,0,neutra
2023-05-03,0.443993,1,0,neutra
2023-05-04,0.518798,1,1,neutra
